x,Curve1
0.00126,-1.13743
0.01409,-0.73979
0.03264,-0.48416
0.05503,-0.28534
0.08902,-0.11492
0.12589,0.01898
0.16371,0.12448
0.20538,0.20157
0.26061,0.27055
0.29838,0.29895
0.34774,0.29084
0.38936,0.26649
0.43869,0.20157
0.48995,0.12853
0.54314,0.04738
0.60406,-0.05406
0.65435,-0.13115
0.71916,-0.22448
0.783,-0.29751
