x,Curve1
0.00812,1.08344
0.01726,0.80532
0.02843,0.61372
0.04365,0.44994
0.07411,0.25216
0.11675,0.09456
0.15127,-0.01051
0.17462,-0.05995
0.21117,-0.11867
0.23655,-0.15884
0.30863,-0.2021
0.32487,-0.20828
0.39086,-0.16811
0.43959,-0.10939
0.48223,-0.05377
0.54112,0.03276
0.59289,0.11619
0.63959,0.18418
0.69848,0.26761
0.74518,0.33251
0.80203,0.37577
0.84772,0.37886
0.88731,0.35414
0.92183,0.31088
0.94721,0.24907
0.97056,0.17182
0.9868,0.07602
