x,Curve1
0.00102,1.06745
0.00782,0.83761
0.02154,0.64688
0.03528,0.50017
0.05132,0.36813
0.08114,0.21653
0.088,0.11383
0.09835,0.1285
0.13508,0.00624
0.17872,-0.10135
0.22351,-0.18449
0.27522,-0.2285
0.32808,-0.24806
0.36602,-0.2285
0.41891,-0.1796
0.47986,-0.10135
0.53737,-0.01821
0.59602,0.06003
0.63512,0.09916
0.66961,0.13828
0.70642,0.19696
0.74208,0.26543
0.78119,0.3339
0.82028,0.36813
0.86281,0.36813
0.89843,0.33879
0.93519,0.27521
0.96619,0.20185
0.9857,0.11383
1.00059,-0.0231
