x,Curve1
0.00121,1.16363
0.00971,0.90498
0.023,0.64635
0.04106,0.4322
0.06509,0.25445
0.09509,0.11715
0.14066,-0.02817
0.17664,-0.12503
0.21139,-0.18148
0.24015,-0.21774
0.27969,-0.258
0.32041,-0.26996
0.35634,-0.25769
0.39584,-0.22924
0.44492,-0.16841
0.49638,-0.09545
0.5634,0.00991
0.62563,0.10717
0.69026,0.20444
0.73933,0.27335
0.78243,0.32202
0.82194,0.34239
0.86266,0.33447
0.90339,0.3023
0.93815,0.2499
0.96812,0.17322
0.98492,0.08841
0.99937,-0.06916
